route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible
400,0000000022024090920250612,0004210812024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000022024090920250612,0004210822024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
536,0000000022024090920250612,0004210922024090920250612,Sopramonte "Bunaga",0,D138_F0161_Andata_sub2,1
536,0000000052024090920250612,0004210942024090920250612,Sopramonte Piazza Oveno,0,D138_F0161_Andata_sub2,1
406,0000001642024090920250612,0004210972024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000001642024090920250612,0004210982024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000001642024090920250612,0004210992024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000001642024090920250612,0004211002024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000001642024090920250612,0004211012024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000001642024090920250612,0004211022024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000001642024090920250612,0004211032024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000001642024090920250612,0004211042024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000001642024090920250612,0004211052024090920250612,Piazza Dante "Dogana",1,D681_T0902b_Ritorno_PRINCIPALE_sub1,1
406,0000001642024090920250612,0004211062024090920250612,Piazza Dante "Dogana",1,D681_T0902b_Ritorno_PRINCIPALE_sub1,1
406,0000001642024090920250612,0004211072024090920250612,Piazza Dante "Dogana",1,D681_T0902b_Ritorno_PRINCIPALE_sub1,1
406,0000001642024090920250612,0004211082024090920250612,Piazza Dante "Dogana",1,D681_T0902b_Ritorno_PRINCIPALE_sub1,1
406,0000001642024090920250612,0004211092024090920250612,Piazza Dante "Dogana",1,D681_T0902b_Ritorno_PRINCIPALE_sub1,1
406,0000001642024090920250612,0004211102024090920250612,Piazza Dante "Dogana",1,D681_T0902b_Ritorno_PRINCIPALE_sub1,1
406,0000001642024090920250612,0004211112024090920250612,Piazza Dante "Dogana",1,D681_T0902b_Ritorno_PRINCIPALE_sub1,1
406,0000001642024090920250612,0004211122024090920250612,Piazza Dante "Dogana",1,D681_T0902b_Ritorno_PRINCIPALE_sub1,1
408,0000000102024090920250612,0004211132024090920250612,Cognola "Centro Civico",0,D688_T1001c_Andata_PRINCIPALE_sub2,1
400,0000000022024090920250612,0004211192024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000102024090920250612,0004211202024090920250612,Piazza Dante "Dogana",1,D602_T0522k_Ritorno_sub1,1
400,0000000102024090920250612,0004211212024090920250612,Piazza Dante "Dogana",1,D602_T0522k_Ritorno_sub1,1
400,0000000102024090920250612,0004211222024090920250612,Piazza Dante "Dogana",1,D602_T0522k_Ritorno_sub1,1
400,0000000102024090920250612,0004211232024090920250612,Povo "Polo Sociale" Cap.,0,D600_T0521i_Andata_sub1,1
400,0000000102024090920250612,0004211242024090920250612,Povo "Polo Sociale" Cap.,0,D600_T0521i_Andata_sub1,1
400,0000000102024090920250612,0004211252024090920250612,Povo "Polo Sociale" Cap.,0,D600_T0521i_Andata_sub1,1
400,0000000102024090920250612,0004211272024090920250612,Povo "Polo Sociale" Cap.,0,D600_T0521i_Andata_sub1,1
400,0000000102024090920250612,0004211282024090920250612,Povo "Polo Sociale" Cap.,0,D600_T0521i_Andata_sub1,1
400,0000000102024090920250612,0004211292024090920250612,Povo "Polo Sociale" Cap.,0,D600_T0521i_Andata_sub1,1
400,0000000102024090920250612,0004211302024090920250612,Piazza Dante "Dogana",1,D602_T0522k_Ritorno_sub1,1
400,0000000102024090920250612,0004211312024090920250612,Piazza Dante "Dogana",1,D602_T0522k_Ritorno_sub1,1
400,0000000102024090920250612,0004211322024090920250612,Piazza Dante "Dogana",1,D602_T0522k_Ritorno_sub1,1
400,0000000102024090920250612,0004211342024090920250612,Piazza Dante "Dogana",1,D602_T0522k_Ritorno_sub1,1
415,0000000022024090920250612,0004211372024090920250612,Belvedere,0,D729_T1401_Andata_PRINCIPALE_sub1,1
415,0000000022024090920250612,0004211382024090920250612,Piazza Dante "Pal. Regione",1,D730_T1404b_Ritorno_sub1,1
400,0000000022024090920250612,0004211412024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
411,0000000052024090920250612,0004211432024090920250612,Piazza Dante "Pal. Regione",1,D716_T1212_Ritorno_sub2,1
411,0000000052024090920250612,0004211442024090920250612,Piazza Dante "Pal. Regione",1,D716_T1212_Ritorno_sub2,1
411,0000000052024090920250612,0004211452024090920250612,Piazza Dante "Pal. Regione",1,D716_T1212_Ritorno_sub2,1
396,0000001642024090920250612,0004211502024090920250612,Conci "Villazzano 3",0,D530_T0303_Andata_sub2,1
614,0000001642024090920250612,0004211522024090920250612,Piazza Dante "Stazione Fs",0,D769_T3031a_Circolare_(giro_corto)_sub1,1
614,0000001642024090920250612,0004211532024090920250612,Piazza Dante "Stazione Fs",0,D769_T3031a_Circolare_(giro_corto)_sub1,1
614,0000001642024090920250612,0004211542024090920250612,Piazza Dante "Stazione Fs",0,D769_T3031a_Circolare_(giro_corto)_sub1,1
614,0000001642024090920250612,0004211552024090920250612,Piazza Dante "Stazione Fs",0,D769_T3031a_Circolare_(giro_corto)_sub1,1
614,0000001642024090920250612,0004211562024090920250612,Piazza Dante "Stazione Fs",0,D769_T3031a_Circolare_(giro_corto)_sub1,1
614,0000001642024090920250612,0004211572024090920250612,Piazza Dante "Stazione Fs",0,D769_T3031a_Circolare_(giro_corto)_sub1,1
614,0000001642024090920250612,0004211582024090920250612,Piazza Dante "Stazione Fs",0,D769_T3031a_Circolare_(giro_corto)_sub1,1
614,0000001642024090920250612,0004211592024090920250612,Piazza Dante "Stazione Fs",0,D769_T3031a_Circolare_(giro_corto)_sub1,1
614,0000001642024090920250612,0004211602024090920250612,Piazza Dante "Stazione Fs",0,D769_T3031a_Circolare_(giro_corto)_sub1,1
614,0000001642024090920250612,0004211612024090920250612,Piazza Dante "Stazione Fs",0,D769_T3031a_Circolare_(giro_corto)_sub1,1
614,0000001642024090920250612,0004211622024090920250612,Piazza Dante "Stazione Fs",0,D769_T3031a_Circolare_(giro_corto)_sub1,1
614,0000001642024090920250612,0004211632024090920250612,Piazza Dante "Stazione Fs",0,D769_T3031a_Circolare_(giro_corto)_sub1,1
411,0000001642024090920250612,0004211902024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000001642024090920250612,0004211912024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000001642024090920250612,0004211922024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000001642024090920250612,0004211932024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000001642024090920250612,0004211942024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000001642024090920250612,0004211952024090920250612,Piazza Dante "Pal. Regione",1,D714_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000001642024090920250612,0004211962024090920250612,Piazza Dante "Pal. Regione",1,D714_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000001642024090920250612,0004211972024090920250612,Piazza Dante "Pal. Regione",1,D714_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000102024090920250612,0004211982024090920250612,Piazza Dante "Pal. Regione",1,D714_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000001642024090920250612,0004211992024090920250612,Piazza Dante "Pal. Regione",1,D714_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000001642024090920250612,0004212002024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000001642024090920250612,0004212012024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000001642024090920250612,0004212022024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000001642024090920250612,0004212032024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000001642024090920250612,0004212042024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000001642024090920250612,0004212052024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000001642024090920250612,0004212062024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000001642024090920250612,0004212072024090920250612,Piazza Dante "Pal. Regione",1,D714_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000001642024090920250612,0004212082024090920250612,Piazza Dante "Pal. Regione",1,D714_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000001642024090920250612,0004212092024090920250612,Piazza Dante "Pal. Regione",1,D714_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000001642024090920250612,0004212102024090920250612,Piazza Dante "Pal. Regione",1,D714_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000001642024090920250612,0004212112024090920250612,Piazza Dante "Pal. Regione",1,D714_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000001642024090920250612,0004212122024090920250612,Piazza Dante "Pal. Regione",1,D714_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000001642024090920250612,0004212132024090920250612,Piazza Dante "Pal. Regione",1,D714_T1202_Ritorno_PRINCIPALE_sub1,1
406,0000001642024090920250612,0004212152024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000001642024090920250612,0004212162024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000001642024090920250612,0004212172024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000001642024090920250612,0004212182024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000001642024090920250612,0004212192024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000001642024090920250612,0004212202024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000001642024090920250612,0004212212024090920250612,Piazza Dante "Dogana",1,D681_T0902b_Ritorno_PRINCIPALE_sub1,1
406,0000001642024090920250612,0004212222024090920250612,Piazza Dante "Dogana",1,D681_T0902b_Ritorno_PRINCIPALE_sub1,1
406,0000001642024090920250612,0004212232024090920250612,Piazza Dante "Dogana",1,D681_T0902b_Ritorno_PRINCIPALE_sub1,1
406,0000001642024090920250612,0004212242024090920250612,Piazza Dante "Dogana",1,D681_T0902b_Ritorno_PRINCIPALE_sub1,1
406,0000001642024090920250612,0004212252024090920250612,Piazza Dante "Dogana",1,D681_T0902b_Ritorno_PRINCIPALE_sub1,1
541,0000000022024090920250612,0004212282024090920250612,Grotta Piazza,0,D614_T0603_Andata_PRINCIPALE_sub1,1
541,0000001642024090920250612,0004212292024090920250612,Grotta Piazza,0,D614_T0603_Andata_PRINCIPALE_sub1,1
541,0000001642024090920250612,0004212302024090920250612,Vela Centro,1,D630_T0646_Ritorno_sub2,1
541,0000001642024090920250612,0004212312024090920250612,Grotta Piazza,0,D614_T0603_Andata_PRINCIPALE_sub1,1
541,0000001642024090920250612,0004212322024090920250612,Vela Centro,1,D630_T0646_Ritorno_sub2,1
541,0000001642024090920250612,0004212332024090920250612,Grotta Piazza,0,D614_T0603_Andata_PRINCIPALE_sub1,1
541,0000001642024090920250612,0004212342024090920250612,Vela Centro,1,D630_T0646_Ritorno_sub2,1
541,0000001642024090920250612,0004212352024090920250612,Grotta Piazza,0,D614_T0603_Andata_PRINCIPALE_sub1,1
541,0000001642024090920250612,0004212362024090920250612,Vela Centro,1,D630_T0646_Ritorno_sub2,1
541,0000001642024090920250612,0004212372024090920250612,Vela Centro,1,D630_T0646_Ritorno_sub2,1
541,0000001642024090920250612,0004212382024090920250612,Grotta Piazza,0,D614_T0603_Andata_PRINCIPALE_sub1,1
541,0000001642024090920250612,0004212392024090920250612,Grotta Piazza,0,D614_T0603_Andata_PRINCIPALE_sub1,1
541,0000001642024090920250612,0004212402024090920250612,Vela Centro,1,D630_T0646_Ritorno_sub2,1
541,0000001642024090920250612,0004212412024090920250612,Grotta Piazza,0,D614_T0603_Andata_PRINCIPALE_sub1,1
541,0000001642024090920250612,0004212422024090920250612,Vela Centro,1,D630_T0646_Ritorno_sub2,1
541,0000001642024090920250612,0004212432024090920250612,Grotta Piazza,0,D614_T0603_Andata_PRINCIPALE_sub1,1
541,0000001642024090920250612,0004212442024090920250612,Vela Centro,1,D630_T0646_Ritorno_sub2,1
541,0000001642024090920250612,0004212452024090920250612,Grotta Piazza,0,D614_T0603_Andata_PRINCIPALE_sub1,1
541,0000001642024090920250612,0004212462024090920250612,Vela Centro,1,D630_T0646_Ritorno_sub2,1
541,0000001642024090920250612,0004212482024090920250612,Grotta Piazza,0,D614_T0603_Andata_PRINCIPALE_sub1,1
541,0000001642024090920250612,0004212492024090920250612,Vela Centro,1,D630_T0646_Ritorno_sub2,1
541,0000001642024090920250612,0004212502024090920250612,Grotta Piazza,0,D614_T0603_Andata_PRINCIPALE_sub1,1
541,0000001642024090920250612,0004212512024090920250612,Vela Centro,1,D630_T0646_Ritorno_sub2,1
541,0000001642024090920250612,0004212522024090920250612,Grotta Piazza,0,D614_T0603_Andata_PRINCIPALE_sub1,1
541,0000001642024090920250612,0004212532024090920250612,Vela Centro,1,D630_T0646_Ritorno_sub2,1
541,0000001642024090920250612,0004212542024090920250612,Grotta Piazza,0,D614_T0603_Andata_PRINCIPALE_sub1,1
541,0000001642024090920250612,0004212552024090920250612,Vela Centro,1,D630_T0646_Ritorno_sub2,1
541,0000001642024090920250612,0004212562024090920250612,Grotta Piazza,0,D614_T0603_Andata_PRINCIPALE_sub1,1
541,0000001642024090920250612,0004212572024090920250612,Vela Centro,1,D630_T0646_Ritorno_sub2,1
400,0000001642024090920250612,0004212612024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000001642024090920250612,0004212622024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000001642024090920250612,0004212632024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000001642024090920250612,0004212642024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000001642024090920250612,0004212652024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000001642024090920250612,0004212662024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000001642024090920250612,0004212672024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000001642024090920250612,0004212682024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000001642024090920250612,0004212692024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000001642024090920250612,0004212702024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000001642024090920250612,0004212712024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000001642024090920250612,0004212722024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000001642024090920250612,0004212732024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000001642024090920250612,0004212742024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000001642024090920250612,0004212752024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000001642024090920250612,0004212762024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000001642024090920250612,0004212772024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000001642024090920250612,0004212782024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000001642024090920250612,0004212792024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000001642024090920250612,0004212802024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000001642024090920250612,0004212812024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000001642024090920250612,0004212822024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000001642024090920250612,0004212832024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000001642024090920250612,0004212842024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
536,0000001642024090920250612,0004212902024090920250612,Sopramonte Piazza Oveno,0,D508_T0141_Andata_PRINCIPALE_sub2,1
536,0000001642024090920250612,0004212912024090920250612,Bolghera "S.Antonio",1,D521_T0156_Ritorno_sub2,1
536,0000001642024090920250612,0004212922024090920250612,Sopramonte Piazza Oveno,0,D508_T0141_Andata_PRINCIPALE_sub2,1
536,0000001642024090920250612,0004212932024090920250612,Bolghera "S.Antonio",1,D521_T0156_Ritorno_sub2,1
536,0000001642024090920250612,0004212942024090920250612,Sopramonte Piazza Oveno,0,D508_T0141_Andata_PRINCIPALE_sub2,1
536,0000001642024090920250612,0004212952024090920250612,Bolghera "S.Antonio",1,D521_T0156_Ritorno_sub2,1
536,0000001642024090920250612,0004212962024090920250612,Sopramonte Piazza Oveno,0,D508_T0141_Andata_PRINCIPALE_sub2,1
536,0000001642024090920250612,0004212972024090920250612,Bolghera "S.Antonio",1,D521_T0156_Ritorno_sub2,1
536,0000001642024090920250612,0004212982024090920250612,Sopramonte Piazza Oveno,0,D508_T0141_Andata_PRINCIPALE_sub2,1
536,0000001642024090920250612,0004212992024090920250612,Bolghera "S.Antonio",1,D521_T0156_Ritorno_sub2,1
536,0000001642024090920250612,0004213002024090920250612,Sopramonte Piazza Oveno,0,D508_T0141_Andata_PRINCIPALE_sub2,1
536,0000001642024090920250612,0004213012024090920250612,Bolghera "S.Antonio",1,D521_T0156_Ritorno_sub2,1
536,0000001642024090920250612,0004213022024090920250612,Sopramonte Piazza Oveno,0,D508_T0141_Andata_PRINCIPALE_sub2,1
536,0000001642024090920250612,0004213032024090920250612,Bolghera "S.Antonio",1,D521_T0156_Ritorno_sub2,1
536,0000001642024090920250612,0004213042024090920250612,Sopramonte Piazza Oveno,0,D508_T0141_Andata_PRINCIPALE_sub2,1
536,0000001642024090920250612,0004213052024090920250612,Bolghera "S.Antonio",1,D521_T0156_Ritorno_sub2,1
536,0000001642024090920250612,0004213062024090920250612,Sopramonte Piazza Oveno,0,D508_T0141_Andata_PRINCIPALE_sub2,1
536,0000001642024090920250612,0004213072024090920250612,Piazza Dante "Pal. Regione",1,D521_T0156_Ritorno_sub2,1
536,0000001642024090920250612,0004213082024090920250612,Sopramonte Piazza Oveno,0,D508_T0141_Andata_PRINCIPALE_sub2,1
536,0000001642024090920250612,0004213092024090920250612,Bolghera "S.Antonio",1,D521_T0156_Ritorno_sub2,1
536,0000001642024090920250612,0004213102024090920250612,Sopramonte Piazza Oveno,0,D508_T0141_Andata_PRINCIPALE_sub2,1
536,0000001642024090920250612,0004213112024090920250612,Bolghera "S.Antonio",1,D521_T0156_Ritorno_sub2,1
536,0000001642024090920250612,0004213122024090920250612,Sopramonte Piazza Oveno,0,D508_T0141_Andata_PRINCIPALE_sub2,1
536,0000000102024090920250612,0004213132024090920250612,Bolghera "S.Antonio",1,D521_T0156_Ritorno_sub2,1
536,0000001642024090920250612,0004213142024090920250612,Sopramonte Piazza Oveno,0,D508_T0141_Andata_PRINCIPALE_sub2,1
536,0000001642024090920250612,0004213152024090920250612,Bolghera "S.Antonio",1,D521_T0156_Ritorno_sub2,1
536,0000001642024090920250612,0004213162024090920250612,Sopramonte Piazza Oveno,0,D508_T0141_Andata_PRINCIPALE_sub2,1
536,0000001642024090920250612,0004213172024090920250612,Bolghera "S.Antonio",1,D521_T0156_Ritorno_sub2,1
539,0000001642024090920250612,0004213442024090920250612,Roncafort Nord,1,D587_T0432a_Ritorno_sub1,1
539,0000001642024090920250612,0004213452024090920250612,Roncafort Nord,1,D587_T0432a_Ritorno_sub1,1
539,0000001642024090920250612,0004213462024090920250612,Bettini "Madonna Bianca",0,D586_T0431_Andata_PRINCIPALE_sub1,1
539,0000001642024090920250612,0004213472024090920250612,Roncafort Nord,1,D587_T0432a_Ritorno_sub1,1
539,0000001642024090920250612,0004213482024090920250612,Bettini "Madonna Bianca",0,D586_T0431_Andata_PRINCIPALE_sub1,1
539,0000001642024090920250612,0004213492024090920250612,Roncafort Nord,1,D587_T0432a_Ritorno_sub1,1
539,0000001642024090920250612,0004213502024090920250612,Bettini "Madonna Bianca",0,D586_T0431_Andata_PRINCIPALE_sub1,1
539,0000001642024090920250612,0004213512024090920250612,Roncafort Nord,1,D587_T0432a_Ritorno_sub1,1
539,0000001642024090920250612,0004213522024090920250612,Bettini "Madonna Bianca",0,D586_T0431_Andata_PRINCIPALE_sub1,1
539,0000001642024090920250612,0004213532024090920250612,Roncafort,1,D164_F0410_Ritorno_sub1,1
539,0000000102024090920250612,0004213542024090920250612,Bettini "Madonna Bianca",0,D156_F0405_Andata_sub1,1
539,0000001642024090920250612,0004213552024090920250612,Bettini "Madonna Bianca",0,D586_T0431_Andata_PRINCIPALE_sub1,1
539,0000001642024090920250612,0004213562024090920250612,Roncafort Nord,1,D587_T0432a_Ritorno_sub1,1
539,0000001642024090920250612,0004213572024090920250612,Bettini "Madonna Bianca",0,D586_T0431_Andata_PRINCIPALE_sub1,1
539,0000001642024090920250612,0004213582024090920250612,Roncafort Nord,1,D587_T0432a_Ritorno_sub1,1
539,0000001642024090920250612,0004213592024090920250612,Bettini "Madonna Bianca",0,D586_T0431_Andata_PRINCIPALE_sub1,1
539,0000001642024090920250612,0004213602024090920250612,Roncafort Nord,1,D587_T0432a_Ritorno_sub1,1
539,0000001642024090920250612,0004213612024090920250612,Bettini "Madonna Bianca",0,D586_T0431_Andata_PRINCIPALE_sub1,1
539,0000001642024090920250612,0004213622024090920250612,Roncafort Nord,1,D587_T0432a_Ritorno_sub1,1
539,0000001642024090920250612,0004213632024090920250612,Bettini "Madonna Bianca",0,D586_T0431_Andata_PRINCIPALE_sub1,1
539,0000001642024090920250612,0004213642024090920250612,Roncafort,1,D164_F0410_Ritorno_sub1,1
539,0000001642024090920250612,0004213672024090920250612,Roncafort Nord,1,D587_T0432a_Ritorno_sub1,1
539,0000001642024090920250612,0004213682024090920250612,Bettini "Madonna Bianca",0,D586_T0431_Andata_PRINCIPALE_sub1,1
539,0000001642024090920250612,0004213692024090920250612,Roncafort Nord,1,D587_T0432a_Ritorno_sub1,1
539,0000001642024090920250612,0004213702024090920250612,Bettini "Madonna Bianca",0,D586_T0431_Andata_PRINCIPALE_sub1,1
539,0000001642024090920250612,0004213712024090920250612,Roncafort Nord,1,D587_T0432a_Ritorno_sub1,1
539,0000001642024090920250612,0004213722024090920250612,Bettini "Madonna Bianca",0,D586_T0431_Andata_PRINCIPALE_sub1,1
539,0000001642024090920250612,0004213732024090920250612,Roncafort Nord,1,D587_T0432a_Ritorno_sub1,1
539,0000001642024090920250612,0004213742024090920250612,Bettini "Madonna Bianca",0,D586_T0431_Andata_PRINCIPALE_sub1,1
539,0000001642024090920250612,0004213752024090920250612,Roncafort Nord,1,D587_T0432a_Ritorno_sub1,1
539,0000001642024090920250612,0004213762024090920250612,Bettini "Madonna Bianca",0,D586_T0431_Andata_PRINCIPALE_sub1,1
539,0000001642024090920250612,0004213772024090920250612,Roncafort,1,D164_F0410_Ritorno_sub1,1
539,0000001642024090920250612,0004213792024090920250612,Roncafort Nord,1,D587_T0432a_Ritorno_sub1,1
539,0000001642024090920250612,0004213802024090920250612,Bettini "Madonna Bianca",0,D586_T0431_Andata_PRINCIPALE_sub1,1
539,0000001642024090920250612,0004213812024090920250612,Roncafort Nord,1,D587_T0432a_Ritorno_sub1,1
539,0000001642024090920250612,0004213822024090920250612,Bettini "Madonna Bianca",0,D586_T0431_Andata_PRINCIPALE_sub1,1
539,0000001642024090920250612,0004213832024090920250612,Roncafort Nord,1,D587_T0432a_Ritorno_sub1,1
539,0000001642024090920250612,0004213842024090920250612,Bettini "Madonna Bianca",0,D586_T0431_Andata_PRINCIPALE_sub1,1
539,0000001642024090920250612,0004213852024090920250612,Roncafort Nord,1,D587_T0432a_Ritorno_sub1,1
539,0000000102024090920250612,0004213862024090920250612,Bettini "Madonna Bianca",0,D586_T0431_Andata_PRINCIPALE_sub1,1
539,0000001642024090920250612,0004213872024090920250612,Roncafort,1,D164_F0410_Ritorno_sub1,1
539,0000001642024090920250612,0004213882024090920250612,Bettini "Madonna Bianca",0,D586_T0431_Andata_PRINCIPALE_sub1,1
539,0000001642024090920250612,0004213892024090920250612,Roncafort Nord,1,D587_T0432a_Ritorno_sub1,1
539,0000001642024090920250612,0004213902024090920250612,Bettini "Madonna Bianca",0,D586_T0431_Andata_PRINCIPALE_sub1,1
539,0000001642024090920250612,0004213912024090920250612,Roncafort Nord,1,D587_T0432a_Ritorno_sub1,1
539,0000001642024090920250612,0004213922024090920250612,Bettini "Madonna Bianca",0,D586_T0431_Andata_PRINCIPALE_sub1,1
539,0000001642024090920250612,0004213932024090920250612,Roncafort Nord,1,D587_T0432a_Ritorno_sub1,1
539,0000001642024090920250612,0004213942024090920250612,Bettini "Madonna Bianca",0,D586_T0431_Andata_PRINCIPALE_sub1,1
539,0000001642024090920250612,0004213952024090920250612,Roncafort Nord,1,D587_T0432a_Ritorno_sub1,1
539,0000001642024090920250612,0004213962024090920250612,Bettini "Madonna Bianca",0,D586_T0431_Andata_PRINCIPALE_sub1,1
539,0000001642024090920250612,0004213972024090920250612,Roncafort Nord,1,D587_T0432a_Ritorno_sub1,1
539,0000001642024090920250612,0004213982024090920250612,Bettini "Madonna Bianca",0,D586_T0431_Andata_PRINCIPALE_sub1,1
396,0000001642024090920250612,0004214002024090920250612,Cortesano,1,D565_T0360_Ritorno_sub2,1
396,0000001642024090920250612,0004214012024090920250612,Conci "Villazzano 3",0,D144_F0301a_Andata_sub2,1
396,0000001642024090920250612,0004214022024090920250612,Cortesano,1,D565_T0360_Ritorno_sub2,1
396,0000000102024090920250612,0004214032024090920250612,Conci "Villazzano 3",0,D144_F0301a_Andata_sub2,1
396,0000001642024090920250612,0004214042024090920250612,Cortesano,1,D565_T0360_Ritorno_sub2,1
396,0000001642024090920250612,0004214052024090920250612,Conci "Villazzano 3",0,D530_T0303_Andata_sub2,1
396,0000001642024090920250612,0004214062024090920250612,Cortesano,1,D565_T0360_Ritorno_sub2,1
396,0000000102024090920250612,0004214072024090920250612,Conci "Villazzano 3",0,D144_F0301a_Andata_sub2,1
396,0000001642024090920250612,0004214082024090920250612,Cortesano,1,D565_T0360_Ritorno_sub2,1
396,0000001642024090920250612,0004214092024090920250612,Conci "Villazzano 3",0,D144_F0301a_Andata_sub2,1
396,0000001642024090920250612,0004214102024090920250612,Cortesano,1,D565_T0360_Ritorno_sub2,1
396,0000001642024090920250612,0004214112024090920250612,Conci "Villazzano 3",0,D144_F0301a_Andata_sub2,1
